no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
2,8500000,32700000,18,471,12600000,9400000,33900000,12500000,3.847058823529411,1816666.6665657407,0.21372549018420475,68400000,True,False,0
5,1900000,7500000,20,715,5100000,2800000,6500000,2800000,3.9473684210526296,374999.99998125,0.19736842104276306,17200000,True,False,1
2,6700000,15200000,10,689,0,8200000,15000000,6800000,2.2686567164179103,1519999.999848,0.22686567161910445,30000000,True,True,1
3,6900000,16400000,4,787,11100000,6100000,26400000,3800000,2.3768115942028984,4099999.998975,0.5942028984021738,47400000,False,True,1
2,2600000,7800000,4,819,3100000,4300000,5700000,1500000,2.999999999999999,1949999.9995125,0.7499999998124997,14600000,False,False,1
4,9600000,21100000,6,809,16100000,9500000,34700000,8700000,2.197916666666666,3516666.6660805554,0.3663194443833911,69000000,False,True,1
1,6800000,17000000,2,744,15500000,3900000,23700000,3500000,2.4999999999999996,8499999.995749999,1.2499999993749997,46600000,True,True,1
0,3200000,11300000,6,484,3500000,5500000,8500000,2100000,3.531249999999999,1883333.3330194445,0.5885416665685762,19600000,True,False,0
4,2900000,10400000,6,673,5100000,1700000,10600000,1700000,3.586206896551723,1733333.3330444444,0.5977011493256703,19100000,True,False,1
3,7900000,21200000,18,695,13800000,10600000,21800000,4900000,2.683544303797468,1177777.7777123456,0.14908579464713234,51100000,False,True,1
4,3900000,12400000,12,473,6400000,4700000,13100000,3800000,3.179487179487179,1033333.3332472222,0.2649572649351851,28000000,True,True,0
4,4600000,11000000,2,491,9000000,4000000,16100000,3500000,2.3913043478260865,5499999.99725,1.1956521733152172,32600000,False,True,0
3,700000,1700000,8,733,1200000,800000,2400000,500000,2.428571428571425,212499.9999734375,0.3035714285334817,4900000,True,True,1
0,5200000,15600000,20,434,14100000,5800000,18100000,5500000,2.9999999999999996,779999.999961,0.1499999999925,43500000,True,False,0
3,5900000,20600000,10,777,1900000,4600000,21200000,6400000,3.491525423728813,2059999.999794,0.34915254233796605,34100000,True,True,1
4,7200000,19100000,4,774,9400000,7000000,17900000,3600000,2.6527777777777772,4774999.99880625,0.6631944442786458,37900000,False,False,1
1,8700000,27000000,10,717,25500000,8600000,17500000,9100000,3.1034482758620685,2699999.99973,0.31034482755517234,60700000,True,True,1
3,1100000,3500000,12,503,3000000,400000,2200000,1200000,3.181818181818179,291666.6666423611,0.2651515151294189,6800000,True,True,0
1,4000000,10900000,14,598,3600000,6600000,13600000,4400000,2.724999999999999,778571.4285158163,0.19464285712895404,28200000,False,True,1
2,9800000,32400000,2,543,24200000,17500000,25700000,7700000,3.306122448979591,16199999.991899999,1.653061223663265,75100000,False,False,1
0,2700000,6800000,20,796,700000,4200000,7000000,1900000,2.5185185185185177,339999.999983,0.1259259259196296,13800000,True,True,1
3,8800000,34600000,8,386,14800000,16500000,18400000,6000000,3.9318181818181808,4324999.999459375,0.4914772726658379,55700000,True,True,0
5,3300000,7800000,16,632,8500000,500000,7100000,4900000,2.363636363636363,487499.99996953126,0.14772727271803973,21000000,True,True,1
1,6900000,23400000,4,481,18700000,1100000,23400000,10200000,3.3913043478260865,5849999.998537499,0.847826086744565,53400000,False,True,1
3,900000,3500000,4,770,700000,0,2000000,600000,3.8888888888888844,874999.99978125,0.9722222219791655,3300000,False,True,0
3,4100000,15500000,6,667,2800000,1600000,14700000,4000000,3.780487804878048,2583333.332902778,0.6300813007079945,23100000,False,True,1
3,4700000,17500000,8,585,1200000,3100000,9600000,4900000,3.723404255319148,2187499.9997265623,0.4654255318567153,18800000,True,True,1
5,3400000,11600000,16,479,9200000,5700000,11200000,2400000,3.411764705882352,724999.9999546875,0.21323529410431982,28500000,False,True,0
2,9600000,22500000,18,851,7400000,16200000,24300000,12700000,2.3437499999999996,1249999.9999305555,0.1302083333260995,60600000,False,False,1
3,7000000,16200000,6,378,20000000,12600000,20300000,5500000,2.314285714285714,2699999.99955,0.38571428564999993,58400000,True,True,0
5,5700000,12900000,18,807,4100000,900000,18600000,5500000,2.2631578947368416,716666.6666268519,0.12573099414506173,29100000,False,False,1
1,8200000,32400000,18,831,22800000,12300000,17700000,7800000,3.9512195121951215,1799999.9999,0.21951219510975606,60600000,True,True,1
2,2100000,5100000,12,674,2200000,3200000,6400000,2400000,2.4285714285714275,424999.9999645833,0.2023809523640872,14200000,True,False,1
1,8000000,28100000,18,725,1900000,12800000,23000000,7500000,3.5124999999999997,1561111.1110243828,0.1951388888780478,45200000,True,True,1
2,8000000,29300000,4,600,16500000,13200000,29400000,6500000,3.6624999999999996,7324999.99816875,0.9156249997710936,65600000,True,False,1
0,9400000,27000000,10,536,4400000,1700000,33800000,4800000,2.8723404255319145,2699999.99973,0.287234042524468,44700000,True,True,0
0,8400000,20600000,10,477,1500000,1500000,25000000,11900000,2.4523809523809517,2059999.999794,0.24523809521357137,39900000,False,False,0
1,1900000,5000000,6,560,1000000,1900000,6300000,1400000,2.63157894736842,833333.3331944444,0.4385964911549705,10600000,True,True,1
0,4200000,16400000,20,539,9500000,2100000,11400000,3100000,3.9047619047619038,819999.999959,0.1952380952283333,26100000,True,True,0
5,2600000,9100000,8,852,3700000,700000,10300000,3300000,3.4999999999999987,1137499.9998578124,0.4374999999453123,18000000,False,False,1
3,3700000,8500000,20,853,8300000,5700000,7500000,4900000,2.297297297297297,424999.99997875,0.11486486485912159,26400000,True,False,1
0,8800000,30900000,12,729,1700000,700000,25700000,11400000,3.511363636363636,2574999.9997854168,0.29261363633925186,39500000,False,False,1
2,2100000,4700000,2,546,6000000,3200000,5700000,1500000,2.2380952380952372,2349999.998825,1.1190476184880949,16400000,True,False,0
3,900000,2400000,10,489,800000,0,2800000,500000,2.6666666666666634,239999.999976,0.26666666663999966,4100000,False,True,0
3,9800000,35400000,6,869,14400000,16400000,22800000,10300000,3.612244897959183,5899999.999016667,0.6020408162261903,63900000,False,True,1
2,8000000,20000000,2,502,4100000,2200000,31600000,9900000,2.4999999999999996,9999999.995,1.2499999993749997,47800000,True,False,0
0,9800000,38800000,8,652,23200000,19000000,29700000,5400000,3.959183673469387,4849999.99939375,0.4948979591218111,77300000,False,False,1
0,300000,1100000,8,789,400000,100000,800000,400000,3.6666666666666545,137499.9999828125,0.45833333327604014,1700000,True,True,1
4,2700000,8100000,4,325,5000000,800000,9900000,3400000,2.999999999999999,2024999.99949375,0.7499999998124998,19100000,True,False,1
3,7400000,19600000,2,716,4100000,8900000,29100000,4200000,2.6486486486486482,9799999.995099999,1.3243243236621618,46300000,False,True,1
3,9200000,34300000,18,523,25600000,4000000,29100000,8800000,3.728260869565217,1905555.5554496914,0.20712560385322729,67500000,False,False,0
5,9500000,22200000,20,352,24500000,0,30800000,7000000,2.3368421052631576,1109999.9999445,0.11684210525731575,62300000,True,False,0
5,3800000,14400000,2,345,3300000,800000,13000000,4700000,3.789473684210525,7199999.9964,1.8947368411578942,21800000,False,True,1
0,8300000,19400000,18,649,2500000,16100000,24300000,11300000,2.337349397590361,1077777.7777179012,0.12985274430336158,54200000,False,False,1
2,2800000,7400000,18,666,100000,2300000,6300000,3400000,2.642857142857142,411111.1110882716,0.1468253968172398,12100000,False,True,1
0,8600000,20900000,10,813,11300000,11900000,26000000,4800000,2.4302325581395343,2089999.999791,0.24302325578965112,54000000,False,False,1
0,5400000,16800000,10,599,5300000,7400000,14500000,7600000,3.1111111111111107,1679999.999832,0.31111111107999995,34800000,True,False,1
5,4200000,9400000,6,678,4700000,5500000,9900000,5700000,2.2380952380952377,1566666.6664055556,0.37301587295370364,25800000,False,True,1
5,5200000,12200000,20,513,13400000,2000000,16800000,5400000,2.346153846153846,609999.9999695,0.1173076923018269,37600000,True,False,0
5,9400000,27900000,4,870,1100000,200000,29500000,10400000,2.9680851063829783,6974999.99825625,0.7420212764102393,41200000,False,False,1
3,8800000,20400000,8,483,3200000,11400000,28200000,11800000,2.318181818181818,2549999.99968125,0.28977272723650566,54600000,False,False,0
1,5900000,16700000,16,308,5800000,8800000,19100000,5300000,2.8305084745762707,1043749.9999347656,0.17690677964996024,39000000,False,True,0
3,1700000,4900000,16,591,4700000,1000000,4300000,1400000,2.8823529411764692,306249.9999808594,0.18014705881227014,11400000,False,True,1
1,7000000,23000000,10,886,14000000,3700000,26700000,3600000,3.285714285714285,2299999.99977,0.3285714285385714,48000000,True,False,1
4,1700000,4000000,6,829,0,1600000,5200000,1700000,2.352941176470587,666666.6665555555,0.3921568626797383,8500000,True,False,1
0,1500000,4900000,12,651,1600000,2800000,4600000,800000,3.266666666666665,408333.3332993056,0.2722222221995369,9800000,True,False,1
4,2000000,4700000,18,733,3700000,3700000,7000000,2800000,2.3499999999999988,261111.11109660493,0.1305555555483024,17200000,True,False,1
5,3900000,15500000,12,433,9500000,5400000,7900000,4600000,3.9743589743589736,1291666.6665590277,0.3311965811689814,27400000,False,True,0
1,900000,3600000,14,713,1300000,1000000,1800000,1200000,3.9999999999999956,257142.8571244898,0.2857142856938772,5300000,False,True,1
1,6900000,22500000,18,403,800000,8400000,16900000,6300000,3.2608695652173907,1249999.9999305555,0.18115942027979062,32400000,False,False,0
0,2800000,7800000,10,405,7800000,2500000,7100000,3400000,2.7857142857142847,779999.999922,0.2785714285435713,20800000,False,True,0
3,6800000,19900000,10,516,16000000,6000000,26000000,8500000,2.926470588235294,1989999.9998009999,0.29264705879426467,56500000,False,True,0
4,600000,1800000,8,417,1700000,700000,1800000,800000,2.9999999999999947,224999.999971875,0.37499999995312433,5000000,True,True,0
1,4700000,14000000,6,468,11300000,1800000,10600000,4600000,2.9787234042553186,2333333.3329444444,0.49645390062647743,28300000,True,False,0
5,3000000,11800000,10,672,8700000,3600000,9800000,4100000,3.9333333333333322,1179999.999882,0.3933333332939999,26200000,False,True,1
5,4000000,13900000,6,530,6000000,5600000,12500000,6000000,3.474999999999999,2316666.6662805555,0.5791666665701387,30100000,True,False,0
1,3100000,11300000,14,824,3700000,6000000,11000000,4400000,3.6451612903225796,807142.8570852041,0.26036866357587224,25100000,True,True,1
1,7700000,25500000,12,549,18100000,10600000,20500000,7000000,3.3116883116883113,2124999.9998229165,0.2759740259510281,56200000,True,True,0
5,4300000,9300000,10,450,2100000,6700000,10000000,4100000,2.162790697674418,929999.999907,0.2162790697458139,22900000,True,True,0
1,5800000,19500000,20,431,13800000,5000000,15600000,3300000,3.3620689655172407,974999.99995125,0.16810344826745688,37700000,False,True,0
3,3600000,10700000,16,312,2300000,1600000,13100000,5200000,2.9722222222222214,668749.9999582032,0.1857638888772786,22200000,False,True,0
0,2900000,7600000,8,320,8000000,5600000,9600000,3100000,2.620689655172413,949999.99988125,0.32758620685560336,26300000,True,True,0
0,8800000,20200000,4,433,16000000,4200000,30500000,12400000,2.295454545454545,5049999.9987375,0.5738636362201703,63100000,False,False,0
1,300000,1000000,10,431,400000,500000,900000,100000,3.3333333333333224,99999.99999,0.33333333329999887,1900000,True,True,0
5,8600000,28900000,8,516,9900000,1800000,30200000,6800000,3.360465116279069,3612499.9995484375,0.42005813948237636,48700000,True,True,0
2,3500000,12000000,14,476,1100000,6800000,12400000,2900000,3.4285714285714275,857142.8570816326,0.24489795916618068,23200000,True,True,0
5,800000,2600000,6,560,100000,200000,3000000,1000000,3.2499999999999956,433333.3332611111,0.5416666665763882,4300000,False,False,1
2,8000000,27100000,12,674,14400000,400000,25300000,6400000,3.3874999999999997,2258333.333145139,0.2822916666431423,46500000,False,False,1
0,9900000,38200000,6,573,17200000,10000000,20100000,5900000,3.8585858585858577,6366666.665605555,0.64309764299046,53200000,True,True,1
2,3300000,6600000,6,331,6300000,2000000,8900000,2700000,1.9999999999999993,1099999.9998166666,0.33333333327777764,19900000,True,False,0
4,2000000,6700000,12,633,100000,800000,4800000,2000000,3.3499999999999983,558333.3332868055,0.2791666666434026,7700000,False,True,1
3,4900000,12900000,18,877,1800000,7000000,17900000,3300000,2.6326530612244894,716666.6666268519,0.14625850339323504,30000000,True,False,1
5,9200000,23600000,12,656,1400000,11200000,36400000,4900000,2.5652173913043472,1966666.6665027777,0.21376811592421494,53900000,True,True,1
0,7500000,18200000,6,782,7400000,12000000,19800000,4100000,2.4266666666666663,3033333.3328277776,0.40444444437703697,43300000,True,False,1
5,9000000,29300000,4,531,10400000,9500000,35500000,5800000,3.255555555555555,7324999.99816875,0.8138888886854164,61200000,True,False,1
3,1400000,4100000,8,455,3000000,1400000,2900000,2100000,2.9285714285714266,512499.9999359375,0.36607142852566943,9400000,True,False,0
3,9600000,19900000,14,452,4200000,16200000,28500000,6600000,2.072916666666666,1421428.571327041,0.14806547617990007,55500000,False,False,0
2,8400000,33200000,14,474,19600000,15000000,25400000,11500000,3.9523809523809517,2371428.571259184,0.28231292514990275,71500000,False,False,0
3,6400000,24400000,4,483,7800000,2400000,19100000,4500000,3.8124999999999996,6099999.998475,0.9531249997617186,33800000,True,False,1
4,5900000,16800000,8,481,6900000,11400000,19500000,3300000,2.8474576271186436,2099999.9997374997,0.35593220334533887,41100000,False,False,0
2,2200000,5100000,20,859,3800000,1200000,6400000,3100000,2.318181818181817,254999.99998725,0.1159090909032954,14500000,False,True,1
4,5600000,14100000,14,696,9000000,9200000,16500000,6800000,2.5178571428571423,1007142.8570709183,0.17984693876266394,41500000,False,True,1
4,9800000,28700000,6,778,16600000,7400000,29700000,11100000,2.928571428571428,4783333.332536111,0.48809523801388877,64800000,True,False,1
4,4400000,14600000,4,499,1300000,6500000,16100000,5700000,3.3181818181818175,3649999.9990875,0.829545454338068,29600000,False,False,1
2,2400000,4900000,4,888,6400000,4300000,5100000,3400000,2.041666666666666,1224999.99969375,0.5104166665390623,19200000,True,True,1
1,4400000,10800000,12,674,9600000,2700000,17200000,5300000,2.454545454545454,899999.999925,0.20454545452840905,34800000,False,False,1
4,3700000,13200000,4,802,9800000,2400000,12500000,4300000,3.5675675675675667,3299999.999175,0.8918918916689187,29000000,False,False,1
4,2300000,7800000,8,540,1500000,3400000,4700000,2800000,3.3913043478260856,974999.999878125,0.4239130434252716,12400000,True,True,0
4,5900000,19600000,8,726,17400000,6800000,20100000,8000000,3.3220338983050843,2449999.99969375,0.41525423723622873,52300000,False,True,1
4,6400000,23500000,2,485,7300000,2700000,23600000,3900000,3.6718749999999996,11749999.994125,1.835937499082031,37500000,True,True,1
4,4900000,17100000,6,612,1300000,7000000,19500000,5000000,3.489795918367346,2849999.999525,0.5816326529642856,32800000,False,True,1
3,9500000,24200000,8,879,3100000,17200000,26400000,12700000,2.547368421052631,3024999.999621875,0.3184210525917763,59400000,True,True,1
2,5700000,16400000,12,708,3700000,800000,15000000,4400000,2.87719298245614,1366666.6665527779,0.2397660818513645,23900000,True,False,1
2,2700000,5700000,8,850,3500000,5000000,10500000,3900000,2.1111111111111103,712499.9999109375,0.26388888885590267,22900000,True,True,1
2,3900000,11300000,12,516,3100000,0,10400000,4600000,2.897435897435897,941666.6665881944,0.2414529914328703,18100000,True,True,0
0,7800000,28800000,12,465,4700000,7500000,28800000,7400000,3.692307692307692,2399999.9998,0.3076923076666666,48400000,True,False,0
0,1100000,3200000,20,716,1800000,1400000,3600000,1500000,2.9090909090909065,159999.999992,0.1454545454472726,8300000,False,False,1
4,200000,600000,10,404,0,100000,400000,0,2.9999999999999853,59999.999994,0.2999999999699985,500000,True,False,0
0,4700000,10600000,20,512,8400000,4000000,12300000,7000000,2.2553191489361697,529999.9999735,0.1127659574411702,31700000,True,True,0
3,8200000,20600000,10,441,16100000,11400000,29100000,6100000,2.512195121951219,2059999.999794,0.25121951217,62700000,True,True,0
2,4600000,18400000,2,555,7700000,2400000,14200000,4200000,3.999999999999999,9199999.9954,1.9999999989999997,28500000,True,True,1
